seq,dataset,scan,eic,version,io_method,io_workers,shared_buffers,selectivity_rows,selectivity_pages,timing_cold,numeric
6058,linear,bitmapscan,16,master,io_uring,3,32GB,0.003,0.003,1.85,0.899
6059,linear,bitmapscan,64,prefetch-complex,sync,3,32GB,0.711,0.711,21.024,12.852
6060,linear,bitmapscan,64,prefetch-simple,worker,3,32GB,12.138,12.138,301.503,162.654
6061,linear,bitmapscan,64,prefetch-simple,sync,3,32GB,1.066,1.066,27.261,15.882
6062,linear,indexscan,64,master,worker,3,32GB,0.711,0.711,64.285,10.772
6063,linear,bitmapscan,64,prefetch-simple,worker,3,32GB,0.094,0.094,8.488,2.634
6064,linear,indexscan,1,prefetch-simple,io_uring,3,32GB,2.398,2.398,155.779,30.955
6065,linear,bitmapscan,1,prefetch-simple,worker,3,32GB,97.31,97.31,5508.677,1266.796
6066,linear,indexscan,16,master,worker,3,32GB,18.207,18.207,1205.415,227.135
6067,linear,bitmapscan,64,prefetch-complex,io_uring,3,32GB,77.31,77.31,2365.05,1118.299
6068,linear,indexscan,16,prefetch-simple,io_uring,3,32GB,67.31,67.31,3571.118,766.086
6069,linear,bitmapscan,1,master,io_uring,3,32GB,47.31,47.31,2774.808,634.535
6070,linear,indexscan,0,prefetch-simple,worker,12,32GB,0.009,0.009,2.342,1.212
6071,linear,bitmapscan,16,prefetch-complex,sync,3,32GB,57.31,57.31,1694.672,852.745
6072,linear,indexscan,64,prefetch-complex,io_uring,3,32GB,0.094,0.094,4.852,2.856
6073,linear,indexscan,16,prefetch-simple,sync,3,32GB,12.138,12.138,647.36,140.073
6074,linear,bitmapscan,0,master,sync,3,32GB,97.31,97.31,5537.39,1423.458
6075,linear,indexscan,0,prefetch-complex,sync,3,32GB,27.31,27.31,1574.899,340.565
6076,linear,bitmapscan,1,prefetch-simple,worker,12,32GB,1.599,1.599,102.672,23.927
6077,linear,indexscan,64,prefetch-complex,io_uring,3,32GB,97.31,97.31,2584.37,1154.307
6078,linear,indexscan,0,prefetch-complex,worker,3,32GB,0.211,0.211,15.454,4.812
6079,linear,indexscan,64,prefetch-complex,worker,12,32GB,0.001,0.001,1.771,1.045
6080,linear,indexscan,16,prefetch-complex,worker,12,32GB,0.002,0.002,1.886,1.118
6081,linear,indexscan,1,prefetch-simple,worker,3,32GB,8.092,8.092,565.069,96.105
6082,linear,indexscan,1,prefetch-simple,io_uring,3,32GB,97.31,97.31,6148.645,1108.409
6083,linear,indexscan,0,master,sync,3,32GB,3.597,3.597,235.64,47.947
6084,linear,indexscan,64,prefetch-complex,worker,3,32GB,27.31,27.31,572.316,330.624
6085,linear,bitmapscan,0,prefetch-complex,io_uring,3,32GB,87.31,87.31,4721.637,1289.414
6086,linear,indexscan,64,master,worker,12,32GB,67.31,67.31,4044.419,774.555
6087,linear,indexscan,64,master,io_uring,3,32GB,18.207,18.207,1097.45,216.609
6088,linear,indexscan,16,prefetch-complex,worker,3,32GB,0.002,0.002,1.94,1.068
6089,linear,bitmapscan,1,prefetch-simple,worker,3,32GB,0.003,0.003,1.886,0.952
6090,linear,bitmapscan,16,prefetch-simple,worker,12,32GB,87.31,87.31,2679.263,1142.567
6091,linear,indexscan,0,prefetch-simple,worker,3,32GB,0.001,0.001,1.501,0.907
6092,linear,bitmapscan,1,prefetch-simple,sync,3,32GB,67.31,67.31,3856.717,880.232
6093,linear,indexscan,0,prefetch-complex,worker,3,32GB,8.092,8.092,914.289,104.844
6094,linear,bitmapscan,0,prefetch-simple,io_uring,3,32GB,2.398,2.398,147.553,34.062
6095,linear,bitmapscan,64,prefetch-simple,worker,12,32GB,0.316,0.316,12.636,6.051
6096,linear,indexscan,1,prefetch-complex,sync,3,32GB,0.211,0.211,15.421,4.574
6097,linear,bitmapscan,0,master,worker,12,32GB,67.31,67.31,3656.741,912.608
6098,linear,bitmapscan,0,master,worker,3,32GB,67.31,67.31,3652.705,922.392
6099,linear,indexscan,64,master,io_uring,3,32GB,0.006,0.006,2.071,0.998
6100,linear,indexscan,1,master,worker,3,32GB,0.002,0.002,1.61,0.935
6101,linear,indexscan,0,prefetch-simple,worker,12,32GB,1.599,1.599,91.212,22.201
6102,linear,indexscan,16,master,sync,3,32GB,0.316,0.316,22.806,5.791
6103,linear,bitmapscan,64,master,sync,3,32GB,0.009,0.009,2.528,1.033
6104,linear,bitmapscan,64,prefetch-simple,worker,12,32GB,0.474,0.474,13.819,8.804
6105,linear,bitmapscan,1,prefetch-complex,sync,3,32GB,0.002,0.002,1.932,1.079
6106,linear,bitmapscan,64,prefetch-simple,worker,3,32GB,0.002,0.002,1.959,0.934
6107,linear,indexscan,1,master,worker,12,32GB,0.711,0.711,45.936,10.834
6108,linear,bitmapscan,64,prefetch-complex,worker,3,32GB,0.001,0.001,1.858,1.139
6109,linear,bitmapscan,0,prefetch-complex,worker,3,32GB,8.092,8.092,483.226,120.181
6110,linear,bitmapscan,16,master,io_uring,3,32GB,0.094,0.094,4.979,2.602
6111,linear,indexscan,64,prefetch-complex,sync,3,32GB,0.004,0.004,1.998,1.085
6112,linear,indexscan,1,prefetch-simple,sync,3,32GB,97.31,97.31,6094.619,1095.15
6113,linear,indexscan,1,master,io_uring,3,32GB,0.003,0.003,1.648,0.922
6114,linear,bitmapscan,0,master,sync,3,32GB,0.003,0.003,1.655,0.976
6115,linear,bitmapscan,64,master,io_uring,3,32GB,0.003,0.003,1.86,0.917
6116,linear,indexscan,1,master,worker,12,32GB,87.31,87.31,5305.411,1000.305
6117,linear,bitmapscan,64,prefetch-complex,worker,3,32GB,87.31,87.31,2763.101,1249.898
6118,linear,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.042,0.042,4.634,1.725
6119,linear,bitmapscan,0,prefetch-complex,sync,3,32GB,8.092,8.092,508.245,124.583
6120,linear,bitmapscan,16,prefetch-simple,worker,3,32GB,27.31,27.31,691.431,369.087
6121,linear,indexscan,0,master,sync,3,32GB,67.31,67.31,4193.44,777.395
6122,linear,bitmapscan,16,prefetch-simple,io_uring,3,32GB,1.066,1.066,28.065,16.134
6123,linear,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.141,0.141,12.077,3.848
6124,linear,bitmapscan,64,master,worker,3,32GB,0.004,0.004,3.165,0.949
6125,linear,indexscan,1,prefetch-simple,sync,3,32GB,0.063,0.063,6.217,2.122
6126,linear,indexscan,64,prefetch-simple,worker,12,32GB,57.31,57.31,3183.369,653.742
6127,linear,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.019,0.019,3.384,1.416
6128,linear,indexscan,64,prefetch-simple,sync,3,32GB,77.31,77.31,4189.975,882.685
6129,linear,bitmapscan,0,prefetch-complex,io_uring,3,32GB,67.31,67.31,3860.647,983.391
6130,linear,bitmapscan,64,master,worker,3,32GB,0.009,0.009,2.395,1.073
6131,linear,indexscan,0,prefetch-simple,worker,3,32GB,0.003,0.003,2.348,0.962
6132,linear,indexscan,1,prefetch-simple,worker,12,32GB,0.474,0.474,34.498,7.836
6133,linear,indexscan,64,master,worker,3,32GB,0.006,0.006,2.097,1.019
6134,linear,indexscan,64,master,worker,12,32GB,0.211,0.211,16.554,4.57
6135,linear,bitmapscan,1,master,io_uring,3,32GB,27.31,27.31,1541.939,362.869
6136,linear,indexscan,0,prefetch-simple,sync,3,32GB,0.028,0.028,3.55,1.423
6137,linear,indexscan,16,master,sync,3,32GB,0.042,0.042,4.598,1.666
6138,linear,indexscan,16,master,worker,12,32GB,37.31,37.31,2244.016,428.387
6139,linear,bitmapscan,16,master,worker,3,32GB,0.003,0.003,1.881,0.984
6140,linear,bitmapscan,16,prefetch-complex,worker,3,32GB,2.398,2.398,74.155,35.927
6141,linear,bitmapscan,64,master,io_uring,3,32GB,0.211,0.211,7.42,4.651
6142,linear,indexscan,16,master,io_uring,3,32GB,0.013,0.013,2.64,1.122
6143,linear,bitmapscan,64,prefetch-simple,sync,3,32GB,0.474,0.474,13.784,8.766
6144,linear,bitmapscan,16,prefetch-complex,worker,12,32GB,37.31,37.31,1020.888,534.403
6145,linear,bitmapscan,0,prefetch-complex,worker,3,32GB,0.001,0.001,1.608,1.065
6146,linear,bitmapscan,1,prefetch-complex,worker,3,32GB,0.019,0.019,3.339,1.58
6147,linear,indexscan,1,master,worker,3,32GB,67.31,67.31,4006.968,772.984
6148,linear,bitmapscan,0,prefetch-complex,worker,12,32GB,0.019,0.019,3.448,1.767
6149,linear,bitmapscan,1,prefetch-complex,io_uring,3,32GB,8.092,8.092,575.793,118.18
6150,linear,indexscan,1,master,worker,12,32GB,18.207,18.207,1259.859,211.212
6151,linear,bitmapscan,16,master,worker,3,32GB,67.31,67.31,1982.427,970.69
6152,linear,bitmapscan,0,master,io_uring,3,32GB,0.474,0.474,29.865,8.454
6153,linear,indexscan,64,master,sync,3,32GB,0.211,0.211,16.057,4.278
6154,linear,bitmapscan,1,prefetch-simple,sync,3,32GB,0.001,0.001,1.574,0.895
6155,linear,indexscan,1,prefetch-simple,worker,12,32GB,0.006,0.006,2.302,0.968
6156,linear,indexscan,16,prefetch-simple,worker,3,32GB,2.398,2.398,133.914,31.042
6157,linear,indexscan,64,master,sync,3,32GB,5.395,5.395,371.395,68.316
6158,linear,indexscan,1,prefetch-complex,worker,12,32GB,1.599,1.599,109.596,22.599
6159,linear,bitmapscan,0,prefetch-complex,io_uring,3,32GB,0.211,0.211,18.331,5.125
6160,linear,indexscan,0,master,worker,3,32GB,57.31,57.31,3421.19,659.43
6161,linear,indexscan,0,prefetch-complex,sync,3,32GB,0.474,0.474,35.222,8.782
6162,linear,bitmapscan,64,prefetch-complex,worker,3,32GB,0.141,0.141,6.066,3.811
6163,linear,bitmapscan,1,prefetch-simple,sync,3,32GB,37.31,37.31,2170.072,513.417
6164,linear,bitmapscan,64,master,io_uring,3,32GB,18.207,18.207,436.426,246.511
6165,linear,bitmapscan,0,prefetch-simple,io_uring,3,32GB,77.31,77.31,4094.674,1049.301
6166,linear,bitmapscan,64,prefetch-complex,worker,3,32GB,1.599,1.599,43.167,25.841
6167,linear,indexscan,1,prefetch-complex,worker,12,32GB,77.31,77.31,4323.901,911.764
6168,linear,bitmapscan,64,prefetch-complex,sync,3,32GB,0.013,0.013,2.772,1.335
6169,linear,bitmapscan,16,prefetch-simple,worker,3,32GB,1.066,1.066,26.525,16.525
6170,linear,indexscan,16,master,sync,3,32GB,0.009,0.009,2.325,1.082
6171,linear,bitmapscan,16,prefetch-complex,io_uring,3,32GB,0.028,0.028,3.165,1.605
6172,linear,indexscan,16,master,sync,3,32GB,1.599,1.599,124.06,22.316
6173,linear,bitmapscan,0,master,worker,3,32GB,0.003,0.003,2.799,0.933
6174,linear,bitmapscan,1,master,io_uring,3,32GB,0.028,0.028,3.602,1.384
6175,linear,bitmapscan,1,prefetch-complex,io_uring,3,32GB,2.398,2.398,154.297,36.435
6176,linear,indexscan,1,master,sync,3,32GB,37.31,37.31,2218.415,428.733
6177,linear,bitmapscan,1,master,worker,12,32GB,5.395,5.395,331.432,74.379
6178,linear,indexscan,1,prefetch-complex,sync,3,32GB,67.31,67.31,3668.935,794.557
6179,linear,bitmapscan,1,prefetch-simple,sync,3,32GB,97.31,97.31,5571.425,1270.19
6180,linear,indexscan,1,master,worker,3,32GB,0.141,0.141,12.966,3.233
6181,linear,indexscan,64,prefetch-simple,io_uring,3,32GB,87.31,87.31,4696.55,1001.915
6182,linear,indexscan,64,prefetch-complex,worker,3,32GB,0.028,0.028,3.085,1.608
6183,linear,bitmapscan,1,master,worker,12,32GB,0.711,0.711,47.948,11.686
6184,linear,indexscan,1,prefetch-complex,worker,3,32GB,0.063,0.063,6.293,2.214
6185,linear,bitmapscan,64,prefetch-complex,worker,3,32GB,77.31,77.31,2356.004,1115.892
6186,linear,bitmapscan,1,prefetch-simple,io_uring,3,32GB,1.066,1.066,80.919,16.161
6187,linear,indexscan,0,prefetch-simple,sync,3,32GB,3.597,3.597,218.676,47.233
6188,linear,indexscan,0,master,io_uring,3,32GB,0.316,0.316,22.859,5.807
6189,linear,bitmapscan,0,master,io_uring,3,32GB,2.398,2.398,135.477,35.787
6190,linear,bitmapscan,1,prefetch-complex,worker,12,32GB,8.092,8.092,508.577,117.196
6191,linear,indexscan,1,master,io_uring,3,32GB,0.002,0.002,1.553,0.867
6192,linear,indexscan,64,prefetch-simple,worker,3,32GB,0.094,0.094,7.534,2.494
6193,linear,bitmapscan,16,master,io_uring,3,32GB,27.31,27.31,685.343,360.592
6194,linear,bitmapscan,0,prefetch-simple,io_uring,3,32GB,27.31,27.31,1550.486,379.392
6195,linear,bitmapscan,0,prefetch-complex,worker,12,32GB,0.063,0.063,6.071,2.32
6196,linear,bitmapscan,0,master,sync,3,32GB,1.599,1.599,88.025,23.776
6197,linear,bitmapscan,0,master,io_uring,3,32GB,1.066,1.066,63.487,16.625
6198,linear,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.019,0.019,3.134,1.309
6199,linear,indexscan,64,prefetch-simple,io_uring,3,32GB,0.316,0.316,20.875,5.875
6200,linear,indexscan,64,prefetch-complex,worker,3,32GB,77.31,77.31,1980.193,912.285
6201,linear,bitmapscan,16,master,sync,3,32GB,0.474,0.474,15.669,8.368
6202,linear,indexscan,1,prefetch-complex,io_uring,3,32GB,0.211,0.211,16.038,4.485
6203,linear,bitmapscan,0,prefetch-simple,sync,3,32GB,37.31,37.31,1948.014,508.129
6204,linear,bitmapscan,0,prefetch-simple,sync,3,32GB,0.002,0.002,1.698,0.93
6205,linear,indexscan,0,master,worker,12,32GB,0.002,0.002,1.581,0.882
6206,linear,bitmapscan,1,prefetch-simple,worker,12,32GB,0.094,0.094,8.089,2.583
6207,linear,indexscan,64,master,io_uring,3,32GB,0.141,0.141,11.618,3.283
6208,linear,bitmapscan,0,master,worker,3,32GB,37.31,37.31,2038.338,506.629
6209,linear,bitmapscan,16,prefetch-complex,io_uring,3,32GB,5.395,5.395,148.186,81.405
6210,linear,bitmapscan,1,prefetch-complex,io_uring,3,32GB,1.066,1.066,69.132,17.519
6211,linear,bitmapscan,64,master,sync,3,32GB,27.31,27.31,634.822,365.208
6212,linear,indexscan,1,prefetch-complex,io_uring,3,32GB,47.31,47.31,2640.124,563.181
6213,linear,bitmapscan,64,master,io_uring,3,32GB,0.001,0.001,1.497,0.916
6214,linear,bitmapscan,0,master,worker,3,32GB,0.028,0.028,3.655,1.405
6215,linear,bitmapscan,0,master,io_uring,3,32GB,0.028,0.028,3.467,1.382
6216,linear,indexscan,16,prefetch-complex,worker,3,32GB,5.395,5.395,98.242,67.214
6217,linear,bitmapscan,1,prefetch-simple,sync,3,32GB,0.711,0.711,54.376,11.779
6218,linear,bitmapscan,16,prefetch-complex,worker,3,32GB,18.207,18.207,420.941,269.378
6219,linear,bitmapscan,16,prefetch-complex,sync,3,32GB,0.042,0.042,3.557,1.956
6220,linear,bitmapscan,16,prefetch-simple,worker,12,32GB,12.138,12.138,288.384,165.606
6221,linear,indexscan,16,prefetch-simple,worker,3,32GB,0.006,0.006,2.304,1.016
6222,linear,indexscan,64,prefetch-simple,sync,3,32GB,2.398,2.398,148.564,30.97
6223,linear,indexscan,1,prefetch-complex,worker,3,32GB,8.092,8.092,462.236,99.951
6224,linear,indexscan,64,prefetch-complex,worker,3,32GB,0.316,0.316,9.78,6.149
6225,linear,bitmapscan,16,prefetch-complex,worker,3,32GB,0.316,0.316,10.199,6.724
6226,linear,bitmapscan,64,prefetch-simple,sync,3,32GB,2.398,2.398,62.118,33.483
6227,linear,indexscan,0,prefetch-simple,worker,12,32GB,0.063,0.063,5.922,2.096
6228,linear,indexscan,64,prefetch-simple,worker,12,32GB,18.207,18.207,988.212,211.058
6229,linear,bitmapscan,16,master,io_uring,3,32GB,1.066,1.066,27.581,16.263
6230,linear,indexscan,16,prefetch-simple,worker,12,32GB,1.066,1.066,61.21,15.492
6231,linear,indexscan,0,master,worker,12,32GB,2.398,2.398,161.96,31.207
6232,linear,bitmapscan,64,master,worker,12,32GB,0.042,0.042,5.372,1.721
6233,linear,indexscan,64,master,worker,3,32GB,0.316,0.316,23.055,5.747
6234,linear,bitmapscan,1,prefetch-complex,worker,3,32GB,8.092,8.092,511.384,118.214
6235,linear,indexscan,1,master,sync,3,32GB,3.597,3.597,234.624,46.111
6236,linear,bitmapscan,16,prefetch-simple,worker,12,32GB,0.001,0.001,1.708,0.951
6237,linear,bitmapscan,0,prefetch-complex,worker,12,32GB,0.004,0.004,2.051,1.119
6238,linear,bitmapscan,0,master,io_uring,3,32GB,0.003,0.003,1.764,0.944
6239,linear,bitmapscan,1,prefetch-simple,io_uring,3,32GB,3.597,3.597,225.484,49.129
6240,linear,indexscan,16,master,io_uring,3,32GB,5.395,5.395,367.78,70.66
6241,linear,indexscan,1,prefetch-simple,worker,3,32GB,77.31,77.31,4845.54,886.778
6242,linear,bitmapscan,1,master,worker,3,32GB,0.211,0.211,28.115,4.596
6243,linear,indexscan,1,prefetch-complex,io_uring,3,32GB,0.094,0.094,8.178,2.788
6244,linear,indexscan,1,prefetch-complex,io_uring,3,32GB,8.092,8.092,483.558,101.802
6245,linear,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.211,0.211,17.754,4.618
6246,linear,bitmapscan,16,master,sync,3,32GB,0.711,0.711,19.289,11.822
6247,linear,indexscan,16,prefetch-complex,sync,3,32GB,0.004,0.004,2.085,1.1
6248,linear,indexscan,16,prefetch-complex,sync,3,32GB,87.31,87.31,2290.437,1043.333
6249,linear,indexscan,1,master,worker,3,32GB,3.597,3.597,229.471,45.597
6250,linear,bitmapscan,1,prefetch-complex,worker,12,32GB,0.002,0.002,1.913,1.077
6251,linear,indexscan,1,prefetch-complex,worker,12,32GB,1.066,1.066,79.253,16.22
6252,linear,indexscan,0,prefetch-complex,worker,12,32GB,0.711,0.711,42.052,11.497
6253,linear,indexscan,0,prefetch-simple,worker,3,32GB,2.398,2.398,142.762,32.058
6254,linear,bitmapscan,16,master,io_uring,3,32GB,12.138,12.138,324.728,163.359
6255,linear,indexscan,0,master,sync,3,32GB,0.211,0.211,16.452,4.545
6256,linear,indexscan,16,prefetch-simple,sync,3,32GB,0.474,0.474,28.71,7.779
6257,linear,indexscan,64,prefetch-complex,sync,3,32GB,0.002,0.002,1.891,1.075
6258,linear,bitmapscan,1,master,worker,3,32GB,57.31,57.31,3261.345,751.128
6259,linear,indexscan,1,prefetch-complex,worker,3,32GB,0.042,0.042,4.704,1.853
6260,linear,indexscan,0,prefetch-simple,sync,3,32GB,57.31,57.31,3061.956,680.815
6261,linear,indexscan,1,prefetch-complex,worker,3,32GB,0.006,0.006,2.353,1.124
6262,linear,indexscan,16,prefetch-complex,sync,3,32GB,0.028,0.028,3.095,1.606
6263,linear,bitmapscan,1,prefetch-complex,io_uring,3,32GB,18.207,18.207,1132.97,268.126
6264,linear,bitmapscan,64,prefetch-simple,worker,3,32GB,27.31,27.31,646.478,364.556
6265,linear,bitmapscan,16,prefetch-simple,sync,3,32GB,0.019,0.019,2.712,1.253
6266,linear,bitmapscan,16,master,worker,3,32GB,0.474,0.474,16.684,8.24
6267,linear,indexscan,0,prefetch-complex,worker,12,32GB,57.31,57.31,2978.418,695.561
6268,linear,bitmapscan,64,prefetch-complex,worker,12,32GB,0.141,0.141,6.967,3.812
6269,linear,indexscan,16,prefetch-simple,io_uring,3,32GB,0.002,0.002,1.702,0.951
6270,linear,indexscan,64,prefetch-simple,worker,12,32GB,0.042,0.042,14.9,1.716
6271,linear,indexscan,1,master,sync,3,32GB,0.474,0.474,32.386,7.855
6272,linear,bitmapscan,64,prefetch-simple,worker,12,32GB,57.31,57.31,1686.958,751.471
6273,linear,indexscan,64,prefetch-complex,worker,12,32GB,57.31,57.31,1406.666,674.263
6274,linear,bitmapscan,16,master,sync,3,32GB,0.019,0.019,2.666,1.221
6275,linear,bitmapscan,64,master,worker,12,32GB,5.395,5.395,147.72,73.906
6276,linear,indexscan,64,prefetch-complex,worker,3,32GB,0.141,0.141,6.044,3.547
6277,linear,indexscan,0,prefetch-complex,worker,3,32GB,1.599,1.599,97.232,23.2
6278,linear,bitmapscan,0,prefetch-simple,io_uring,3,32GB,0.001,0.001,1.427,0.877
6279,linear,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.006,0.006,2.196,1.019
6280,linear,indexscan,0,prefetch-complex,io_uring,3,32GB,0.042,0.042,4.53,1.906
6281,linear,indexscan,0,master,io_uring,3,32GB,0.004,0.004,1.876,0.914
6282,linear,indexscan,16,master,worker,12,32GB,3.597,3.597,210.007,44.321
6283,linear,indexscan,64,prefetch-complex,worker,3,32GB,0.013,0.013,2.842,1.29
6284,linear,indexscan,64,prefetch-complex,worker,12,32GB,87.31,87.31,2276.262,1030.584
6285,linear,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.019,0.019,2.815,1.455
6286,linear,bitmapscan,16,prefetch-complex,io_uring,3,32GB,57.31,57.31,1706.087,819.367
6287,linear,bitmapscan,16,master,worker,3,32GB,0.006,0.006,2.223,0.978
6288,linear,bitmapscan,0,prefetch-simple,io_uring,3,32GB,12.138,12.138,695.582,172.835
6289,linear,bitmapscan,64,master,worker,12,32GB,87.31,87.31,2615.612,1145.594
6290,linear,indexscan,16,prefetch-simple,sync,3,32GB,0.002,0.002,1.613,0.949
6291,linear,indexscan,64,prefetch-complex,sync,3,32GB,0.003,0.003,1.954,1.12
6292,linear,indexscan,0,prefetch-complex,sync,3,32GB,18.207,18.207,1005.986,230.443
6293,linear,indexscan,16,master,io_uring,3,32GB,47.31,47.31,2780.951,546.276
6294,linear,indexscan,0,prefetch-complex,sync,3,32GB,47.31,47.31,2564.39,586.54
6295,linear,bitmapscan,16,master,sync,3,32GB,37.31,37.31,985.448,494.705
6296,linear,bitmapscan,0,master,io_uring,3,32GB,8.092,8.092,467.796,112.661
6297,linear,indexscan,64,prefetch-complex,worker,12,32GB,77.31,77.31,2003.939,914.562
6298,linear,indexscan,64,prefetch-simple,worker,3,32GB,0.474,0.474,34.874,7.818
6299,linear,indexscan,16,master,io_uring,3,32GB,0.001,0.001,1.504,0.851
6300,linear,bitmapscan,64,master,worker,3,32GB,87.31,87.31,2621.821,1139.718
6301,linear,bitmapscan,16,master,worker,12,32GB,0.211,0.211,7.271,4.424
6302,linear,indexscan,0,master,worker,3,32GB,77.31,77.31,4655.54,873.806
6303,linear,bitmapscan,64,prefetch-complex,sync,3,32GB,67.31,67.31,2033.223,956.014
6304,linear,indexscan,64,master,worker,12,32GB,47.31,47.31,2916.21,582.798
6305,linear,indexscan,16,prefetch-simple,io_uring,3,32GB,57.31,57.31,3132.869,654.057
6306,linear,indexscan,16,prefetch-complex,io_uring,3,32GB,2.398,2.398,51.086,32.438
6307,linear,indexscan,64,prefetch-complex,worker,12,32GB,0.028,0.028,3.015,1.547
6308,linear,indexscan,64,master,sync,3,32GB,0.316,0.316,22.715,5.717
6309,linear,indexscan,1,prefetch-complex,worker,3,32GB,0.028,0.028,3.78,1.575
6310,linear,indexscan,64,master,io_uring,3,32GB,5.395,5.395,346.935,65.446
6311,linear,bitmapscan,64,prefetch-simple,worker,3,32GB,1.066,1.066,25.232,16.086
6312,linear,indexscan,64,master,worker,12,32GB,87.31,87.31,5203.197,977.851
6313,linear,bitmapscan,16,prefetch-simple,worker,3,32GB,5.395,5.395,134.873,73.969
6314,linear,indexscan,1,prefetch-complex,sync,3,32GB,47.31,47.31,2611.728,560.451
6315,linear,indexscan,16,prefetch-complex,worker,3,32GB,0.711,0.711,16.104,11.654
6316,linear,indexscan,16,prefetch-complex,worker,12,32GB,0.004,0.004,2.067,1.135
6317,linear,bitmapscan,0,prefetch-simple,sync,3,32GB,18.207,18.207,983.962,247.734
6318,linear,bitmapscan,64,master,worker,3,32GB,0.316,0.316,9.83,6.136
6319,linear,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.004,0.004,2.306,1.107
6320,linear,indexscan,64,prefetch-simple,worker,3,32GB,1.599,1.599,115.602,21.426
6321,linear,bitmapscan,16,master,sync,3,32GB,27.31,27.31,645.989,364.932
6322,linear,bitmapscan,16,prefetch-simple,io_uring,3,32GB,0.474,0.474,13.733,8.362
6323,linear,indexscan,0,prefetch-complex,worker,12,32GB,0.094,0.094,7.831,2.783
6324,linear,indexscan,16,prefetch-complex,sync,3,32GB,1.066,1.066,39.327,15.544
6325,linear,indexscan,0,prefetch-simple,sync,3,32GB,0.211,0.211,14.887,4.43
6326,linear,bitmapscan,64,master,worker,12,32GB,77.31,77.31,2295.302,1007.167
6327,linear,bitmapscan,64,prefetch-simple,io_uring,3,32GB,67.31,67.31,1990.542,883.512
6328,linear,indexscan,0,prefetch-simple,worker,3,32GB,67.31,67.31,3636.737,792.898
6329,linear,bitmapscan,16,master,worker,12,32GB,0.141,0.141,6.493,3.363
6330,linear,bitmapscan,0,master,sync,3,32GB,2.398,2.398,142.998,35.629
6331,linear,bitmapscan,0,prefetch-complex,sync,3,32GB,2.398,2.398,237.223,38.976
6332,linear,indexscan,64,prefetch-complex,worker,12,32GB,8.092,8.092,200.742,101.053
6333,linear,bitmapscan,0,master,sync,3,32GB,0.028,0.028,4.683,1.456
6334,linear,indexscan,1,master,worker,12,32GB,0.028,0.028,4.379,1.417
6335,linear,indexscan,1,prefetch-complex,sync,3,32GB,0.019,0.019,3.166,1.415
6336,linear,bitmapscan,0,master,worker,12,32GB,77.31,77.31,4259.146,1047.064
6337,cyclic,bitmapscan,64,master,sync,3,32GB,37.31,37.326,1517.332,520.136
6338,cyclic,bitmapscan,0,master,io_uring,3,32GB,0.029,0.046,13.515,1.774
6339,cyclic,indexscan,0,prefetch-complex,worker,3,32GB,0.064,0.082,23.415,3.108
6340,cyclic,bitmapscan,1,master,sync,3,32GB,0.475,0.492,68.119,8.791
6341,cyclic,indexscan,1,prefetch-complex,io_uring,3,32GB,27.311,27.328,5741.102,839.074
6342,cyclic,indexscan,16,prefetch-simple,worker,12,32GB,0.01,0.028,4.944,1.399
6343,cyclic,bitmapscan,64,master,io_uring,3,32GB,0.474,0.492,19.282,8.797
6344,cyclic,indexscan,16,prefetch-simple,worker,3,32GB,0.001,0.018,3.823,1.19
6345,cyclic,bitmapscan,1,master,worker,3,32GB,1.6,1.618,142.688,24.345
6346,cyclic,indexscan,1,prefetch-simple,io_uring,3,32GB,0.064,0.08,57.747,2.816
6347,cyclic,indexscan,64,prefetch-simple,worker,3,32GB,5.396,5.414,293.318,167.076
6348,cyclic,bitmapscan,0,prefetch-simple,sync,3,32GB,0.007,0.024,7.658,1.267
6349,cyclic,bitmapscan,64,master,worker,12,32GB,0.003,0.02,3.673,1.144
6350,cyclic,bitmapscan,64,prefetch-simple,sync,3,32GB,87.311,87.328,2735.53,1178.259
6351,cyclic,indexscan,64,prefetch-complex,sync,3,32GB,0.004,0.022,4.778,1.356
6352,cyclic,indexscan,16,prefetch-simple,io_uring,3,32GB,12.138,12.154,636.253,370.458
6353,cyclic,bitmapscan,0,master,io_uring,3,32GB,27.311,27.328,1678.665,399.621
6354,cyclic,bitmapscan,64,prefetch-simple,io_uring,3,32GB,0.475,0.492,37.156,9.067
6355,cyclic,indexscan,1,prefetch-simple,worker,12,32GB,0.002,0.018,11.878,1.15
6356,cyclic,indexscan,0,master,worker,3,32GB,5.396,5.412,401.5,164.157
6357,cyclic,indexscan,0,prefetch-simple,worker,12,32GB,0.002,0.018,7.314,1.13
6358,cyclic,bitmapscan,16,master,worker,3,32GB,0.142,0.16,7.707,3.605
6359,cyclic,bitmapscan,1,prefetch-complex,worker,12,32GB,2.399,2.416,182.601,37.876
6360,cyclic,indexscan,16,prefetch-complex,io_uring,3,32GB,1.067,1.084,72.596,32.981
6361,cyclic,bitmapscan,0,prefetch-simple,worker,12,32GB,0.475,0.492,48.997,8.854
