seq,dataset,scan,eic,version,io_method,io_workers,shared_buffers,selectivity_rows,selectivity_pages,timing_cold,numeric
293,uniform,bitmapscan,1,master,io_uring,3,32GB,2.392,35.274,11687.997,349.596
294,uniform,indexscan,64,prefetch-complex,worker,12,32GB,27.29,99.674,10849.353,2187.264
295,uniform,indexscan,64,master,worker,12,32GB,0.063,1.127,364.548,8.773
296,uniform,bitmapscan,64,prefetch-simple,worker,3,32GB,1.065,17.508,1734.021,154.774
297,uniform,bitmapscan,0,prefetch-simple,io_uring,3,32GB,87.312,100.0,5440.013,1340.324
298,uniform,bitmapscan,0,master,worker,3,32GB,0.317,5.556,1926.431,44.15
299,uniform,indexscan,16,master,worker,12,32GB,0.018,0.33,109.344,4.038
300,uniform,indexscan,16,prefetch-simple,io_uring,3,32GB,77.291,100.0,14430.971,6092.202
301,uniform,bitmapscan,64,master,worker,3,32GB,0.473,8.191,886.372,55.776
302,uniform,indexscan,0,master,worker,12,32GB,0.062,1.106,348.99,8.626
303,uniform,indexscan,64,prefetch-complex,worker,3,32GB,1.065,17.529,1955.282,94.94
304,uniform,indexscan,0,prefetch-simple,sync,3,32GB,1.068,17.589,6675.075,104.392
305,uniform,bitmapscan,64,prefetch-complex,sync,3,32GB,67.287,100.0,2993.698,1349.452
306,uniform,indexscan,64,master,sync,3,32GB,37.273,99.977,26708.236,3381.012
307,uniform,bitmapscan,1,prefetch-simple,worker,12,32GB,0.028,0.501,223.48,5.835
308,uniform,indexscan,64,prefetch-simple,worker,12,32GB,0.013,0.231,45.97,3.266
309,uniform,bitmapscan,1,prefetch-complex,sync,3,32GB,0.019,0.338,181.329,5.051
310,uniform,bitmapscan,16,prefetch-simple,worker,3,32GB,0.004,0.072,10.576,1.875
311,uniform,indexscan,1,prefetch-complex,sync,3,32GB,27.308,99.656,39810.237,2180.995
312,uniform,bitmapscan,0,prefetch-simple,sync,3,32GB,0.142,2.534,843.755,21.289
313,uniform,bitmapscan,1,prefetch-complex,sync,3,32GB,27.285,99.676,5496.592,1173.575
314,uniform,bitmapscan,1,prefetch-simple,io_uring,3,32GB,0.002,0.038,17.192,1.375
315,uniform,indexscan,16,master,worker,12,32GB,37.275,99.977,28141.526,3384.848
316,uniform,bitmapscan,64,prefetch-simple,io_uring,3,32GB,12.157,90.372,2619.421,969.003
317,uniform,indexscan,16,master,worker,3,32GB,0.319,5.595,1995.025,33.195
318,uniform,indexscan,0,prefetch-simple,worker,3,32GB,0.009,0.154,53.96,2.746
319,uniform,indexscan,64,master,worker,12,32GB,0.476,8.222,2997.916,48.931
320,uniform,bitmapscan,16,prefetch-simple,worker,3,32GB,0.062,1.11,116.308,10.948
321,uniform,indexscan,0,prefetch-complex,worker,3,32GB,97.301,100.0,32038.566,7635.681
322,uniform,bitmapscan,16,master,sync,3,32GB,0.318,5.563,1261.867,40.347
323,uniform,bitmapscan,64,master,sync,3,32GB,0.009,0.163,18.162,3.133
324,uniform,indexscan,1,prefetch-complex,worker,12,32GB,12.14,90.268,36899.748,992.083
325,uniform,bitmapscan,1,prefetch-simple,io_uring,3,32GB,47.266,99.999,5684.12,1234.745
326,uniform,indexscan,1,master,worker,3,32GB,3.602,48.337,16951.243,342.165
327,uniform,indexscan,64,master,io_uring,3,32GB,0.012,0.222,74.259,3.367
328,uniform,indexscan,64,prefetch-complex,worker,3,32GB,0.004,0.068,8.446,1.953
329,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,1.063,17.502,8869.676,93.469
330,uniform,indexscan,64,prefetch-simple,sync,3,32GB,8.086,77.976,7651.054,675.185
331,uniform,indexscan,0,prefetch-simple,worker,3,32GB,1.595,25.149,8761.495,165.447
332,uniform,bitmapscan,16,prefetch-complex,worker,12,32GB,18.191,97.309,2822.294,1096.411
333,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.004,0.071,33.704,1.967
334,uniform,indexscan,1,master,sync,3,32GB,0.476,8.226,2885.149,48.911
335,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,37.276,99.976,40390.955,2910.168
336,uniform,bitmapscan,64,master,sync,3,32GB,0.471,8.136,842.096,54.787
337,uniform,indexscan,64,master,worker,12,32GB,37.288,99.977,27597.755,3421.369
338,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.093,1.664,869.019,13.843
339,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,87.29,100.0,3134.268,1425.37
340,uniform,bitmapscan,16,prefetch-complex,worker,3,32GB,8.086,78.004,2693.146,838.276
341,uniform,indexscan,0,prefetch-simple,io_uring,3,32GB,0.475,8.217,2939.18,50.344
342,uniform,bitmapscan,1,master,worker,3,32GB,77.297,100.0,5620.122,1294.78
343,uniform,bitmapscan,16,prefetch-simple,sync,3,32GB,0.028,0.499,61.267,5.49
344,uniform,indexscan,64,prefetch-simple,io_uring,3,32GB,3.602,48.306,5402.758,304.76
345,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,0.012,0.224,108.855,3.382
346,uniform,bitmapscan,64,prefetch-complex,worker,3,32GB,37.281,99.977,2783.251,1233.534
347,uniform,indexscan,64,master,io_uring,3,32GB,57.306,100.0,30589.461,5228.089
348,uniform,indexscan,64,prefetch-simple,worker,3,32GB,67.302,100.0,13409.144,5215.088
349,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,0.004,0.079,44.543,2.072
350,uniform,indexscan,64,master,sync,3,32GB,27.291,99.678,26359.127,2468.234
351,uniform,bitmapscan,1,prefetch-simple,worker,12,32GB,67.297,100.0,5745.342,1266.976
352,uniform,indexscan,16,master,worker,3,32GB,37.288,99.977,27217.8,3397.134
353,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,3.599,48.324,17210.817,347.98
354,uniform,indexscan,16,prefetch-simple,sync,3,32GB,0.001,0.017,4.377,1.12
355,uniform,indexscan,1,prefetch-complex,worker,3,32GB,18.196,97.293,38605.752,1484.881
356,uniform,bitmapscan,1,master,worker,12,32GB,27.282,99.678,5480.487,1164.292
357,uniform,bitmapscan,16,master,io_uring,3,32GB,0.042,0.743,89.882,7.139
358,uniform,bitmapscan,64,prefetch-complex,sync,3,32GB,0.314,5.499,620.76,40.518
359,uniform,indexscan,0,master,sync,3,32GB,0.712,12.062,4330.339,69.75
360,uniform,bitmapscan,0,master,sync,3,32GB,0.002,0.036,14.535,1.451
361,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,0.029,0.524,183.841,5.681
362,uniform,bitmapscan,64,master,io_uring,3,32GB,0.062,1.103,127.711,9.829
363,uniform,indexscan,1,prefetch-simple,io_uring,3,32GB,0.013,0.23,110.969,3.329
364,uniform,bitmapscan,1,prefetch-simple,worker,3,32GB,37.272,99.976,5395.41,1199.009
365,uniform,bitmapscan,16,master,worker,12,32GB,0.006,0.105,12.318,2.108
366,uniform,indexscan,64,master,sync,3,32GB,3.602,48.337,16854.095,341.056
367,uniform,bitmapscan,16,prefetch-simple,worker,12,32GB,27.307,99.672,2701.909,1088.81
368,uniform,indexscan,1,master,worker,3,32GB,1.062,17.504,6415.733,108.844
369,uniform,indexscan,64,master,worker,3,32GB,37.288,99.978,28081.32,3375.275
370,uniform,bitmapscan,64,prefetch-simple,worker,3,32GB,12.137,90.167,2622.093,1000.964
371,uniform,indexscan,0,prefetch-complex,worker,12,32GB,77.289,100.0,30479.784,6114.335
372,uniform,bitmapscan,0,prefetch-complex,worker,3,32GB,0.009,0.166,57.287,3.523
373,uniform,indexscan,0,prefetch-simple,sync,3,32GB,67.279,100.0,31251.762,5566.322
374,uniform,bitmapscan,1,prefetch-complex,worker,3,32GB,8.086,78.018,7978.346,839.071
375,uniform,indexscan,16,prefetch-complex,io_uring,3,32GB,0.095,1.701,219.225,11.858
376,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,0.476,8.237,4048.137,44.506
377,uniform,bitmapscan,64,master,worker,3,32GB,0.028,0.503,58.722,5.495
378,uniform,bitmapscan,1,master,io_uring,3,32GB,1.602,25.21,9392.764,255.437
379,uniform,bitmapscan,0,prefetch-simple,sync,3,32GB,1.595,25.134,7129.803,271.544
380,uniform,indexscan,16,master,worker,12,32GB,0.093,1.668,574.784,11.936
381,uniform,indexscan,1,prefetch-simple,worker,12,32GB,12.131,90.228,37515.26,984.912
382,uniform,indexscan,0,prefetch-complex,worker,12,32GB,0.095,1.694,585.828,12.056
383,uniform,bitmapscan,0,prefetch-complex,worker,3,32GB,0.709,12.025,4151.375,123.643
384,uniform,indexscan,64,prefetch-simple,worker,12,32GB,0.041,0.735,126.668,6.609
385,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,1.6,25.178,2319.813,256.507
386,uniform,bitmapscan,0,prefetch-simple,worker,3,32GB,1.064,17.54,5418.174,167.336
387,uniform,indexscan,16,master,io_uring,3,32GB,0.001,0.019,7.105,1.148
388,uniform,bitmapscan,64,prefetch-complex,worker,12,32GB,0.028,0.494,53.131,5.504
389,uniform,bitmapscan,0,prefetch-simple,io_uring,3,32GB,18.203,97.297,4927.151,1096.489
390,uniform,bitmapscan,64,prefetch-simple,sync,3,32GB,0.006,0.114,13.191,2.406
391,uniform,indexscan,64,master,worker,12,32GB,2.403,35.454,12470.362,222.57
392,uniform,bitmapscan,16,master,sync,3,32GB,1.601,25.193,2238.782,256.127
393,uniform,indexscan,16,master,worker,3,32GB,0.003,0.056,18.359,1.55
394,uniform,indexscan,1,prefetch-simple,sync,3,32GB,47.276,99.999,41026.041,3669.383
395,uniform,indexscan,1,prefetch-complex,worker,3,32GB,5.384,63.004,29532.518,448.79
396,uniform,indexscan,1,prefetch-simple,io_uring,3,32GB,77.306,100.0,43610.415,6019.995
397,uniform,indexscan,64,master,worker,3,32GB,0.713,12.099,4335.728,74.653
398,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,0.064,1.143,551.922,8.41
399,uniform,bitmapscan,16,master,io_uring,3,32GB,8.095,78.084,2713.897,834.565
400,uniform,bitmapscan,16,master,io_uring,3,32GB,3.594,48.201,3454.521,511.269
401,uniform,bitmapscan,1,prefetch-complex,sync,3,32GB,1.601,25.174,9672.793,263.929
402,uniform,bitmapscan,16,prefetch-simple,sync,3,32GB,8.082,78.004,2671.711,839.425
403,uniform,indexscan,1,master,worker,12,32GB,0.311,5.454,1973.752,35.089
404,uniform,bitmapscan,64,prefetch-simple,io_uring,3,32GB,97.31,100.0,3062.601,1306.588
405,uniform,bitmapscan,1,master,worker,12,32GB,0.063,1.132,560.569,10.041
406,uniform,indexscan,16,prefetch-simple,sync,3,32GB,47.291,99.999,11905.198,3707.613
407,uniform,indexscan,16,prefetch-simple,sync,3,32GB,2.386,35.202,4241.406,207.778
408,uniform,bitmapscan,1,master,worker,12,32GB,8.085,77.964,7825.74,824.058
409,uniform,bitmapscan,0,prefetch-complex,worker,12,32GB,1.069,17.568,5581.048,179.065
410,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,0.002,0.038,13.647,1.66
411,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.009,0.163,96.027,3.753
412,uniform,bitmapscan,16,master,io_uring,3,32GB,77.297,100.0,2966.176,1268.189
413,uniform,bitmapscan,0,prefetch-simple,worker,12,32GB,0.712,12.066,3850.658,125.265
414,uniform,bitmapscan,0,prefetch-complex,worker,12,32GB,67.291,100.0,5426.164,1364.723
415,uniform,indexscan,16,master,sync,3,32GB,2.409,35.526,12694.407,230
416,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,0.02,0.356,66.278,4.909
417,uniform,bitmapscan,64,prefetch-complex,sync,3,32GB,0.003,0.056,8.167,1.817
418,uniform,indexscan,64,prefetch-complex,sync,3,32GB,0.474,8.175,948.226,43.08
419,uniform,indexscan,16,master,sync,3,32GB,0.006,0.112,39.738,2.19
420,uniform,indexscan,1,master,io_uring,3,32GB,0.006,0.105,34.114,2.088
421,uniform,bitmapscan,16,master,worker,3,32GB,3.595,48.218,3248.983,513.458
422,uniform,indexscan,64,prefetch-simple,sync,3,32GB,1.602,25.236,2953.776,140.126
423,uniform,bitmapscan,1,master,worker,3,32GB,18.191,97.28,5438.76,1080.034
424,uniform,indexscan,64,prefetch-complex,io_uring,3,32GB,67.295,100.0,13421.026,5281.006
425,uniform,bitmapscan,16,prefetch-simple,io_uring,3,32GB,67.282,100.0,2928.951,1274.365
426,uniform,indexscan,16,prefetch-complex,sync,3,32GB,0.316,5.527,648.442,30.15
427,uniform,indexscan,0,master,io_uring,3,32GB,87.3,100.0,32517.216,7923.03
428,uniform,bitmapscan,64,master,io_uring,3,32GB,0.043,0.766,80.813,7.664
429,uniform,bitmapscan,0,prefetch-complex,sync,3,32GB,87.305,100.0,5569.251,1435.215
430,uniform,indexscan,16,prefetch-complex,sync,3,32GB,0.013,0.238,26.78,3.922
431,uniform,bitmapscan,64,master,worker,3,32GB,77.296,100.0,2924.048,1277.835
432,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,0.002,0.035,16.109,1.557
433,uniform,indexscan,0,master,sync,3,32GB,0.318,5.577,2127.563,31.823
434,uniform,indexscan,0,master,worker,3,32GB,0.141,2.507,866.577,16.106
435,uniform,bitmapscan,0,prefetch-complex,worker,3,32GB,0.002,0.036,19.459,1.586
436,uniform,bitmapscan,64,prefetch-complex,worker,3,32GB,0.003,0.055,7.858,1.792
437,uniform,indexscan,64,master,worker,3,32GB,0.028,0.504,159.052,5.203
438,uniform,indexscan,16,master,io_uring,3,32GB,0.094,1.682,542.884,11.725
439,uniform,indexscan,64,prefetch-complex,sync,3,32GB,0.029,0.516,53.479,4.881
440,uniform,bitmapscan,1,prefetch-simple,worker,12,32GB,5.391,63.091,13267.109,657.045
441,uniform,bitmapscan,1,prefetch-simple,sync,3,32GB,0.064,1.139,560.239,11.309
442,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,77.298,100.0,5705.074,1371.556
443,uniform,bitmapscan,16,master,worker,3,32GB,57.301,100.0,2846.754,1250.98
444,uniform,indexscan,16,prefetch-complex,sync,3,32GB,0.028,0.507,55.047,5.428
445,uniform,bitmapscan,16,master,worker,3,32GB,87.311,100.0,3002.63,1289.276
446,uniform,bitmapscan,1,master,worker,12,32GB,47.291,99.999,5462.989,1230.782
447,uniform,indexscan,1,prefetch-simple,worker,12,32GB,2.408,35.5,17731.576,210.325
448,uniform,bitmapscan,16,master,worker,3,32GB,97.308,100.0,3061.615,1299.973
449,uniform,bitmapscan,0,prefetch-complex,sync,3,32GB,1.601,25.234,7172.076,276.725
450,uniform,indexscan,0,master,worker,3,32GB,1.064,17.534,6211.618,103.433
451,uniform,bitmapscan,1,prefetch-complex,sync,3,32GB,0.002,0.038,17.612,1.549
452,uniform,bitmapscan,16,master,sync,3,32GB,18.185,97.283,2694.504,1088.281
453,uniform,indexscan,0,master,io_uring,3,32GB,67.303,100.0,30150.749,6150.724
454,uniform,bitmapscan,0,master,worker,3,32GB,0.711,12.055,3880.621,131.645
455,uniform,bitmapscan,0,prefetch-simple,worker,12,32GB,0.003,0.057,18.879,1.703
456,uniform,bitmapscan,1,prefetch-complex,sync,3,32GB,1.063,17.5,8622.721,151.643
457,uniform,indexscan,64,master,worker,12,32GB,8.087,78.051,23407.609,746.796
458,uniform,indexscan,0,master,worker,12,32GB,0.003,0.062,22.594,1.98
459,uniform,indexscan,16,prefetch-simple,worker,3,32GB,57.279,100.0,12888.836,4454.797
460,uniform,bitmapscan,64,prefetch-complex,sync,3,32GB,0.095,1.693,180.088,13.911
461,uniform,indexscan,1,prefetch-simple,worker,3,32GB,0.001,0.019,10.418,1.095
462,uniform,indexscan,16,prefetch-simple,io_uring,3,32GB,0.093,1.663,177.449,10.357
463,uniform,bitmapscan,1,master,worker,12,32GB,0.009,0.167,79.681,3.053
464,uniform,bitmapscan,16,master,io_uring,3,32GB,0.006,0.113,16.015,2.161
465,uniform,bitmapscan,16,prefetch-simple,io_uring,3,32GB,47.273,99.999,2786.636,1213.589
466,uniform,bitmapscan,64,prefetch-simple,worker,12,32GB,97.309,100.0,3051.124,1307.918
467,uniform,indexscan,64,prefetch-simple,sync,3,32GB,87.313,100.0,15237.794,6810.403
468,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,0.019,0.338,164.323,5.061
469,uniform,bitmapscan,0,prefetch-simple,io_uring,3,32GB,8.091,78.054,5895.814,843.941
470,uniform,indexscan,1,master,worker,3,32GB,5.39,63.074,21198.529,493.953
471,uniform,indexscan,16,prefetch-complex,sync,3,32GB,12.126,90.232,8731.729,1004.768
472,uniform,indexscan,16,prefetch-complex,io_uring,3,32GB,0.316,5.537,671.453,29.957
473,uniform,indexscan,0,master,worker,3,32GB,0.006,0.11,41.997,2.25
474,uniform,indexscan,0,prefetch-simple,worker,3,32GB,12.131,90.233,24685.782,1020.321
475,uniform,bitmapscan,1,master,io_uring,3,32GB,27.284,99.674,5380.593,1146.26
476,uniform,bitmapscan,1,prefetch-simple,sync,3,32GB,8.086,77.982,7668.373,821.945
477,uniform,bitmapscan,0,master,sync,3,32GB,2.401,35.384,8962.159,378.126
478,uniform,indexscan,1,master,worker,12,32GB,0.042,0.75,269.067,6.644
479,uniform,bitmapscan,1,master,worker,3,32GB,67.298,100.0,5613.395,1256.706
480,uniform,bitmapscan,64,master,worker,3,32GB,0.711,12.034,1244.272,116.089
481,uniform,indexscan,1,prefetch-complex,worker,12,32GB,0.003,0.057,26.136,1.726
482,uniform,bitmapscan,0,master,worker,12,32GB,0.003,0.05,21.794,1.56
483,uniform,indexscan,64,prefetch-complex,sync,3,32GB,0.314,5.508,577.433,29.492
484,uniform,indexscan,64,prefetch-simple,io_uring,3,32GB,97.312,100.0,15986.432,7497.178
485,uniform,bitmapscan,64,prefetch-simple,worker,3,32GB,0.042,0.75,81.441,7.186
486,uniform,indexscan,0,master,worker,12,32GB,1.062,17.48,7411.264,102.111
487,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,0.028,0.496,248,5.845
488,uniform,indexscan,0,prefetch-simple,io_uring,3,32GB,67.289,100.0,29862.662,5351.463
489,uniform,bitmapscan,64,prefetch-complex,io_uring,3,32GB,8.097,78.196,2639.053,828.113
490,uniform,indexscan,0,prefetch-complex,worker,12,32GB,57.281,100.0,28735.869,4569.056
491,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,18.185,97.298,25557.203,1572.289
492,uniform,indexscan,1,prefetch-complex,sync,3,32GB,0.143,2.535,1221.001,15.188
493,uniform,bitmapscan,1,master,io_uring,3,32GB,0.472,8.174,3763.064,56.846
494,uniform,indexscan,64,prefetch-simple,worker,12,32GB,67.304,100.0,13470.949,5192.253
495,uniform,bitmapscan,16,prefetch-complex,worker,3,32GB,27.277,99.673,2737.368,1175.313
496,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,0.21,3.714,1838.767,20.546
497,uniform,bitmapscan,1,prefetch-complex,io_uring,3,32GB,0.042,0.757,401.772,7.594
498,uniform,indexscan,16,master,sync,3,32GB,0.004,0.077,33.635,1.861
499,uniform,indexscan,64,master,worker,12,32GB,0.002,0.039,20.844,1.444
500,uniform,indexscan,1,master,worker,12,32GB,0.013,0.235,80.245,3.858
501,uniform,bitmapscan,16,prefetch-simple,worker,12,32GB,0.211,3.731,406.472,25.871
502,uniform,indexscan,0,prefetch-simple,worker,3,32GB,0.042,0.759,261.583,6.777
503,uniform,indexscan,16,prefetch-simple,sync,3,32GB,8.094,78.082,7737.242,676.661
504,uniform,bitmapscan,64,master,io_uring,3,32GB,77.292,100.0,2949.175,1273.895
505,uniform,indexscan,1,master,io_uring,3,32GB,57.277,100.0,29649.996,5182.405
506,uniform,bitmapscan,16,prefetch-complex,worker,12,32GB,0.475,8.209,991.094,56.881
507,uniform,indexscan,64,prefetch-simple,sync,3,32GB,57.28,100.0,13085.891,4538.71
508,uniform,indexscan,0,prefetch-complex,sync,3,32GB,87.305,100.0,32708.131,6891.012
509,uniform,indexscan,1,prefetch-complex,worker,3,32GB,77.298,100.0,44042.332,6051.372
510,uniform,indexscan,1,prefetch-simple,worker,12,32GB,77.297,100.0,44504.12,6044.889
511,uniform,bitmapscan,16,prefetch-complex,worker,12,32GB,5.39,63.062,3641.729,671.554
512,uniform,bitmapscan,1,prefetch-simple,io_uring,3,32GB,5.388,63.114,14447.744,668.333
513,uniform,bitmapscan,64,master,io_uring,3,32GB,0.004,0.071,9.876,1.828
514,uniform,indexscan,1,prefetch-simple,io_uring,3,32GB,0.028,0.495,220.833,5.646
515,uniform,bitmapscan,1,master,sync,3,32GB,0.21,3.719,1758.834,26.005
516,uniform,indexscan,16,prefetch-complex,worker,3,32GB,8.101,78.226,7729.127,688.507
517,uniform,bitmapscan,1,master,sync,3,32GB,3.6,48.316,14008.776,514.294
518,uniform,indexscan,16,prefetch-simple,worker,3,32GB,8.081,78.03,7848.459,678.736
519,uniform,indexscan,64,prefetch-complex,io_uring,3,32GB,0.315,5.523,614.147,30.377
520,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,97.301,100.0,5935.84,1432.576
521,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,2.402,35.455,12043.14,356.17
522,uniform,indexscan,0,prefetch-simple,worker,12,32GB,0.006,0.106,36.261,2.362
523,uniform,bitmapscan,1,prefetch-complex,worker,3,32GB,0.041,0.73,349.434,7.425
524,uniform,bitmapscan,0,prefetch-simple,sync,3,32GB,0.009,0.163,56.558,3.064
525,uniform,bitmapscan,0,prefetch-simple,sync,3,32GB,77.301,100.0,5321.148,1314.005
526,uniform,bitmapscan,0,prefetch-complex,worker,3,32GB,57.285,100.0,5343.617,1351.926
527,uniform,indexscan,16,master,sync,3,32GB,0.001,0.022,8.313,1.135
528,uniform,bitmapscan,16,prefetch-simple,worker,3,32GB,0.042,0.756,79.875,8.672
529,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,0.001,0.02,10.857,1.342
530,uniform,bitmapscan,0,master,io_uring,3,32GB,18.197,97.3,5052.258,1100.605
531,uniform,indexscan,16,prefetch-simple,worker,12,32GB,67.288,100.0,14494.233,5333.972
532,uniform,indexscan,0,master,io_uring,3,32GB,0.001,0.017,6.919,1.088
533,uniform,indexscan,16,prefetch-complex,sync,3,32GB,97.313,100.0,15745.907,7683.936
534,uniform,indexscan,64,prefetch-complex,worker,3,32GB,0.317,5.555,676.191,31.585
535,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,0.003,0.052,26.951,1.86
536,uniform,bitmapscan,16,prefetch-complex,worker,12,32GB,0.315,5.518,592.081,40.55
537,uniform,indexscan,64,prefetch-complex,worker,12,32GB,0.013,0.242,28.813,4.154
538,uniform,indexscan,64,master,worker,3,32GB,0.006,0.104,33.213,2.158
539,uniform,indexscan,1,prefetch-complex,io_uring,3,32GB,0.028,0.501,237.304,4.999
540,uniform,bitmapscan,16,prefetch-complex,worker,12,32GB,0.042,0.751,79.812,7.154
541,uniform,indexscan,16,prefetch-simple,io_uring,3,32GB,0.063,1.126,117.534,7.687
542,uniform,bitmapscan,1,prefetch-complex,worker,12,32GB,0.041,0.734,370.37,7.609
543,uniform,bitmapscan,64,prefetch-simple,worker,12,32GB,57.29,100.0,2861.455,1239.199
544,uniform,indexscan,16,prefetch-simple,worker,12,32GB,0.315,5.531,713.248,30.378
545,uniform,bitmapscan,64,prefetch-simple,sync,3,32GB,0.001,0.016,3.55,1.183
546,uniform,indexscan,0,prefetch-complex,io_uring,3,32GB,8.082,78.031,23665.669,716.185
547,uniform,bitmapscan,1,master,sync,3,32GB,47.275,100.0,5577.804,1200.469
548,uniform,bitmapscan,16,prefetch-simple,worker,12,32GB,2.396,35.373,2991.921,354.829
549,uniform,bitmapscan,64,master,io_uring,3,32GB,0.316,5.533,626.062,39.516
550,uniform,bitmapscan,0,master,worker,3,32GB,87.29,100.0,5441.701,1344.566
